Referring page title,Referring page URL,Language,Platform,Referring page HTTP code,Domain rating,UR,Domain traffic,Referring domains,Linked domains,External links,Page traffic,Keywords,Target URL,Left context,Anchor,Right context,Redirect Chain URLs,Redirect Chain status codes,Type,Is spam,Content,Nofollow,UGC,Sponsored,Rendered,Raw,Lost status,Drop reason,Discovered status,First seen,Last seen,Lost,Author,Page type,Page category,Links in group
Suvarnabhumi Airport - Wikipedia,https://en.wikipedia.org/wiki/Suvarnabhumi_Airport,en,wikis,200,97,19,4182976512,3073,157,337,8903,302,https://www.airasia.com/my/en/latestnews/bangkok-move-don-mueang-airport.page,,AirAsia moves to Don Mueang Airport (1 October 2012),",Air Asia, 13 August 2012. Archived 15 September 2012 at",http://www.airasia.com/my/en/latestnews/bangkok-move-don-mueang-airport.page,301,text,false,true,true,false,false,false,true,,,linkrestored,2020-06-19 18:41:15,2026-04-21 19:54:53,,,Article > Wiki,Travel > Transportation > Air travel,4
Handgepäck – Wikipedia,https://de.wikipedia.org/wiki/Handgep%C3%A4ck,de,wikis,200,97,7,4182976512,86,65,142,8663,239,https://www.airasia.com/en/gb,,Details,,https://www.airasia.com/ot/en/baggage-info/cabin-baggage.page,302,text,false,true,true,false,false,false,true,,,linkfound,2020-11-17 19:47:19,2026-04-05 22:14:50,,,Article > Wiki,Travel > Transportation > Air travel,2
Hong Kong International Airport - Wikipedia,https://en.wikipedia.org/wiki/Hong_Kong_International_Airport,en,wikis,200,97,15,4182976512,2472,148,367,8380,230,https://www.airasia.com/flights/hong-kong-international-airport-hong-kong/,,"""Flights to Hong Kong International Airport""",.Air Asia,https://www.airasia.com/flights/hong-kong-international-airport-hong-kong,308,text,false,true,true,false,false,false,true,,,linkfound,2026-03-25 09:25:33,2026-04-25 20:37:12,,,Article > Wiki,Travel > Transportation > Air travel,2
18 Relaxing Short Getaways From Kuala Lumpur // Travel Mermaid,https://travelmermaid.com/travel/getaways-from-kuala-lumpur/,en,wordpress,200,11,4.9,91019,16,33,74,7693,387,https://www.airasia.com/,"using Skyscanner . Although to most destinations within Peninsula Malaysia,",AirAsia,is your best bet for cost efficiency and availability of,,,text,false,true,true,false,false,false,true,,,pagefound,2025-02-06 07:10:28,2026-04-24 22:30:02,,Travel Mermaid,Article > Roundup,Travel > Tourist destinations > Islands,2
List of low-cost airlines - Wikipedia,https://en.wikipedia.org/wiki/List_of_low-cost_airlines,en,wikis,200,97,11,4182976512,365,27,56,7554,370,http://www.airasia.com/my/en/about-us/ir-operating-statistics.page,,[4],[5],,,text,false,true,true,false,false,false,true,,,linkfound,2016-02-12 04:03:52,2026-04-21 12:04:00,,,Article > Listicle,Travel > Transportation > Air travel,3
Kuala Lumpur International Airport - Wikipedia,https://en.wikipedia.org/wiki/Kuala_Lumpur_International_Airport,en,wikis,200,97,12,4182976512,2941,157,423,7241,357,http://www.airasia.com/storage/bo/aaportal.model.ContentFileUpload/2af1c26b-7f000010-5074de00-7ae05427/name/AA%20Corporate%202008.pdf,"""",AirAsia Annual Report 2008,"."" AirAsia . 3 (5/137). Retrieved on 6 October 2009.",,,text,false,true,true,false,false,false,true,,,linkfound,2025-06-20 01:23:09,2026-04-23 18:30:06,,,Article > Wiki,Travel > Transportation > Air travel,1
Kuala Lumpur International Airport - Wikipedia,https://en.wikipedia.org/wiki/Kuala_Lumpur_International_Airport,en,wikis,200,97,12,4182976512,2941,157,423,7241,357,https://www.airasia.com/my/en/klia2/overview.page,"""klia2 overview"" . Archived from",the original,on 2 May 2014,http://www.airasia.com/my/en/klia2/overview.page,301,text,false,true,true,false,false,false,true,,,pagefound,2021-11-20 17:20:59,2026-04-23 18:30:06,,,Article > Wiki,Travel > Transportation > Air travel,4
航空券予約 - 国内旅行 飛行機チケット【楽天トラベル】,https://travel.rakuten.co.jp/air/domestic.html,ja,,200,93,29,79339776,14,10,27,6117,270,https://www.airasia.com/en/gb,,エアアジアでお得に＋１の旅！,,https://www.airasia.com/jp/ja/home.page,302,image,false,true,false,false,false,true,true,,,linkfound,2025-08-04 11:51:15,2026-04-20 23:32:16,,,Site page > Services,Travel > Travel agencies > Other,2
"TCS - A joint venture between Vietnam Airlines, SASCO and SATS",https://www.tcs.com.vn/,"vi, en",,200,33,6,6950,735,47,58,5892,68,https://www.airasia.com/en/gb,,lg,,https://www.airasia.com/,302,image,false,false,false,false,false,true,false,removedfromhtml,,linkrestored,2021-09-23 14:08:14,2026-04-16 15:59:45,2026-04-17 13:12:24,,Site page > Services,Travel > Transportation > Air travel; Business > Defense > Aviation industry,8
AirAsia - Wikipedia,https://en.wikipedia.org/wiki/AirAsia,en,wikis,200,97,17,4182976512,1606,67,181,5431,565,https://www.airasia.com/jp/en/press-releases/airasia-to-re-enter-japan-low-cost-carrier-market.page,,"""AirAsia to re-enter Japan's low cost carrier market""",. AirAsia. 1 July 2014.,http://www.airasia.com/jp/en/press-releases/airasia-to-re-enter-japan-low-cost-carrier-market.page,301,text,false,true,true,false,false,false,true,,,linkfound,2020-06-11 18:26:44,2026-04-17 04:46:22,,,Article > Wiki,Travel > Transportation > Air travel,6
AirAsia - Wikipedia,https://en.wikipedia.org/wiki/AirAsia,en,wikis,200,97,17,4182976512,1606,67,181,5431,565,http://www.airasia.com/docs/common-docs/investor-relations/annual-report-2013.pdf,"""",Annual Report 2013,""" ( Archive ). AirAsia. Retrieved 29 August 2014. p.",,,text,false,true,true,false,false,false,true,,,linkfound,2015-09-20 00:52:47,2026-04-17 04:46:22,,,Article > Wiki,Travel > Transportation > Air travel,2
AirAsia - Wikipedia,https://en.wikipedia.org/wiki/AirAsia,en,wikis,200,97,17,4182976512,1606,67,181,5431,565,https://www.airasia.com/rewards/,,"""AirAsia Rewards""",. Airasia.com,,,text,false,true,true,false,false,false,true,,,linkfound,2023-05-05 19:22:06,2026-04-17 04:46:22,,,Article > Wiki,Travel > Transportation > Air travel,2
AirAsia - Wikipedia,https://en.wikipedia.org/wiki/AirAsia,en,wikis,200,97,17,4182976512,1606,67,181,5431,565,http://www.airasia.com/au/en/inflight-comforts/d7-in-flight-menu.page,,AirAsia X Inflight food & beverage,Archived 2 January 2015 at the Wayback Machine . AirAsiaX.,,,text,false,true,true,false,false,false,true,,,linkfound,2015-09-20 00:52:47,2026-04-17 04:46:22,,,Article > Wiki,Travel > Transportation > Air travel,2
AirAsia - Wikipedia,https://en.wikipedia.org/wiki/AirAsia,en,wikis,200,97,17,4182976512,1606,67,181,5431,565,http://www.airasia.com/,,Official website,,,,text,false,true,true,false,false,false,true,,,linkfound,2015-09-20 00:52:47,2026-04-17 04:46:22,,,Article > Wiki,Travel > Transportation > Air travel,4
ติดต่อเรา | Asia Aviation,https://www.aavplc.com/th/contact-us,th,,200,39,7,8218,0,8,12,5305,148,https://www.airasia.com/th/th,,Chat with Bo,,,,image,false,false,false,false,false,false,true,,,pagefound,2024-08-09 21:31:05,2026-03-08 07:39:34,,,,,13
แนะนำสถานที่ท่องเที่ยว ซื้อบัตรเข้าชมสถานที่ท่องเที่ยวในเชียงใหม่ ไปเที่ยวที่ไหนดีในเชียงใหม่,https://www.ticket2attraction.com/th/blogs/chiangmai-attractions/,th,,200,38,8,106804,2,16,24,5220,154,https://www.airasia.com/th/th,,ไทยแอร์เอเชีย,,,,text,false,true,false,false,false,true,true,,,linkrestored,2023-11-03 05:36:23,2026-04-15 06:23:59,,,Article > Roundup,Travel > Tourist destinations > Gardens,1
Bangkok – Wikipedia,https://de.wikipedia.org/wiki/Bangkok,de,wikis,200,97,17,4182976512,357,45,94,5199,92,http://www.airasia.com/ask/template.do?id=548,,http://www.airasia.com/ask/template.do?id=548,,,,text,false,true,true,false,false,false,true,,,pagefound,2015-08-07 08:19:20,2026-04-11 21:04:53,,,Article > Wiki,Reference > Geographic reference; Society > Social sciences > Demographics; Travel > Tourist destinations > Buildings; Government,2
ข้อมูลการเดินทาง และรวมที่เที่ยวน่าไปในเกาะเต่า 2569 - Ticket2Attraction,https://www.ticket2attraction.com/th/blogs/koh-tao-attractions/,th,,200,38,8,106804,0,21,26,4857,51,https://www.airasia.com/en/gb,-,ไทยแอร์เอเชีย,,https://www.airasia.com/,302,text,false,true,false,false,false,false,true,,,linkrestored,2023-11-03 01:25:07,2026-04-13 06:56:10,,,,,8
Shopee Cup: All Scheduled Matches | ASEAN United FC,https://aseanutdfc.com/vi/asean-club-championship/matches,vi,,200,49,5,31848,0,18,21,4608,3,https://www.airasia.com/,,AirAsia,,,,image,false,false,false,false,false,false,true,,,pagefound,2025-08-08 07:50:59,2026-04-26 20:54:46,,,,,194
"Kuching - Wikipedia Bahasa Melayu, ensiklopedia bebas",https://ms.wikipedia.org/wiki/Kuching,,wikis,200,97,6,4182976512,20,90,266,4302,17,https://www.airasia.com/en/home.page,,"""The Air Asia Family""",. Air Asia,"http://www.airasia.com/my/en/about-us/corporate-profile.page, https://www.airasia.com/my/en/about-us/corporate-profile.page","301, 301",text,false,true,true,false,false,false,true,,,pagefound,2022-08-09 06:01:57,2026-04-25 15:08:23,,,Article > Wiki,Reference > Geographic reference > Maps; Society; Government,12
東京発→ソウル行き格安航空券・LCC・飛行機チケット|最安値・相場を比較・予約【トラベルコ】,https://www.tour.ne.jp/w_air/list/?slice_info=TYO-SEL%7CSEL-TYO,ja,,200,71,10,843696,2,13,18,3851,114,https://www.airasia.com/aa/about-us/ja/jp/premium-flex.html,,エアアジアの公式サイトを見る新規ウィンドウで開きます,,,,text,false,false,true,false,false,true,true,,,linkfound,2023-03-26 15:50:05,2026-04-15 14:17:12,,,Listing collection > Service,Travel > Transportation > Air travel,392
Trivandrum Airport Arrivals & Departures - Live Flight Status,https://thiruvananthapuram.adaniairports.com/en/flight-status,en,,200,60,5,146445,23,24,29,3700,237,https://www.airasia.com/flights/,,img,,,,image,false,false,false,false,false,false,true,,,pagefound,2025-12-21 03:53:09,2026-04-16 08:47:13,,,Listing > Location,Travel > Transportation > Air travel,2
Checked baggage - Wikipedia,https://en.wikipedia.org/wiki/Checked_baggage,en,wikis,200,97,15,4182976512,96,11,29,3432,155,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,,"""AirAsia Baggage Info""",.,,,text,false,true,true,false,false,false,true,,,linkfound,2022-03-22 21:23:33,2026-03-26 14:58:47,,,Article > Wiki,Travel > Transportation > Air travel,1
"Guía para viajar a Malasia: destinos, presupuesto, clima y más",https://marcandoelpolo.com/guia-basica-planear-viaje-malasia/,es,wordpress,200,29,5,18028,2,21,42,3159,47,https://www.airasia.com/en/gb,,Air Asia,es la aerolínea de bajo costo más grande del Sudeste,"http://www.airasia.com/, https://www.airasia.com/","301, 302",text,false,true,false,false,false,false,true,,,linkrestored,2020-11-20 12:16:05,2026-04-23 06:22:06,,,Article > Guide,Travel > Guides,3
Home | HYROX,https://hyroxaustralia.com/,en,wordpress,200,36,14,4480,191,22,30,3072,79,https://www.airasia.com/,,,,,,text,false,false,false,false,false,false,true,,,linkfound,2025-09-30 07:35:47,2026-04-26 17:31:01,,,Site page > Home,Sports > Individual sports > Walking; Health,12
熱門景點 > 地區｜馬來西亞觀光局 官方網站,https://www.promotemalaysia.com.tw/spot_info.aspx?class_id=3,zh-tw,,200,30,14,39008,3,14,19,3031,66,https://www.airasia.com/en/gb,,AirAsia,,https://www.airasia.com/,302,text,false,false,false,false,false,false,true,,,linkrestored,2020-11-19 23:52:33,2026-04-16 04:07:26,,,Listing collection > Location,Travel > Tourist destinations > Islands,383
HYROX: The Fitness Competition for Every Body,https://hyroxhk.com/,en,wordpress,200,36,8,3579,163,19,29,2892,41,https://www.airasia.com/en/gb,,,,,,text,false,false,false,false,false,false,true,,,linkfound,2025-12-18 10:15:14,2026-04-27 00:39:09,,,Site page > Services,Sports > Individual sports > Walking; Health > Other; Beauty > Fitness,7
ข้อมูลการเดินทาง และรวมที่เที่ยวน่าไปในเกาะสมุย 2569 - Ticket2Attraction,https://www.ticket2attraction.com/th/blogs/samui-attractions/,th,,200,38,8,106804,0,16,17,2825,40,https://www.airasia.com/,,ไทยแอร์เอเชีย,มีเส้นทางบินจากกรุงเทพฯ (ดอนเมือง),,,text,false,true,false,false,false,false,true,,,linkrestored,2023-11-02 19:22:16,2026-04-16 15:08:07,,,,,2
Port FC – PORT FC official website,https://portfcofficial.com/,"th, en",wordpress,200,1.2,8,4198,1469,28,36,2731,54,https://www.airasia.com/th/th,,Air Asia Air Asia,,,,image,false,true,false,false,false,false,true,,,linkfound,2025-09-17 13:16:56,2026-04-16 10:36:00,,,Site page > Services,Sports > Team sports > Soccer,1
the best web and guide to perhentian island,https://www.pulauperhentian.com.my/,en,,200,13,9,3574,2,12,28,2659,12,https://www.airasia.com/,~,Airasia,- flight,http://www.airasia.com/,301,text,false,false,false,false,false,false,true,,,linkfound,2023-11-03 09:30:32,2026-04-16 11:56:20,,,Site page > Services,Travel > Tourist destinations > Islands,45
Malaysian cuisine - Wikipedia,https://en.wikipedia.org/wiki/Malaysian_cuisine,en,wikis,200,97,10,4182976512,179,77,203,2497,120,https://www.airasia.com/play/assets/bltcc727e16f8db8036/the-secret-history-of-chicken-chop-malaysias-original-western-food,"Hong Chieh, Yong (22 November 2021).","""The Secret History of Chicken Chop, Malaysia's Original 'Western Food'""",.airasia,,,text,false,true,true,false,false,false,true,,,linkfound,2023-03-06 18:20:06,2026-03-21 14:56:59,,,Article > Wiki,Food > Food > Other,1
Malaysian cuisine - Wikipedia,https://en.wikipedia.org/wiki/Malaysian_cuisine,en,wikis,200,97,10,4182976512,179,77,203,2497,120,https://www.airasia.com/travel3sixty/digitalexclusives/horizon/%E5%B1%B1%E6%89%93%E6%A0%B9%E7%BE%8E%E5%91%B3%E6%94%BB%E7%95%A5,Swee Har (24 January 2014).,"""山打根美味攻略""",. Air Asia (in Chinese). Travel3Sixty,http://www.airasia.com/travel3sixty/digitalexclusives/horizon/%E5%B1%B1%E6%89%93%E6%A0%B9%E7%BE%8E%E5%91%B3%E6%94%BB%E7%95%A5,301,text,false,true,true,false,false,false,true,,,linkfound,2026-03-21 14:56:59,2026-03-21 14:56:59,,,Article > Wiki,Food > Food > Other,2
Teguk Indonesia – Temani Harimu Dalam Tiap Rasa,https://teguk.co.id/,"en, id",wordpress,200,20,9,2651,80,17,20,2351,29,https://www.airasia.com/food/id/id/search?key=teguk,,Air-Asia-food-logo-image-300x150,,,,image,false,false,false,false,false,true,true,,,linkrestored,2022-08-08 16:10:21,2026-04-16 17:01:54,,,Site page > About,Food > Beverages > Soft drinks; Business,6
AirAsia X - Wikipedia,https://en.wikipedia.org/wiki/AirAsia_X,en,wikis,200,97,6,4182976512,1026,51,124,2198,128,https://www.airasia.com/en/gb,"X – To suspend services to Tehran"" . Archived from",the original,on 15 October 2012,"http://www.airasia.com/ot/en/latestnews/tehran-flight-cancellation.page, https://www.airasia.com/ot/en/latestnews/tehran-flight-cancellation.page","301, 302",text,false,true,true,false,false,false,true,,,linkfound,2020-01-04 11:34:05,2026-04-20 15:58:25,,,Article > Wiki,Travel > Transportation > Air travel,3
スーツケース・手荷物の機内持ち込みサイズ一覧表,https://gowell-travel.jp/user_data/suitcase_sizelist,ja,,200,25,4.4,8206,0,54,72,2196,153,https://www.airasia.com/aa/inflight-comforts/ja/jp/baggage.html,,公式サイト,,,,text,false,true,false,false,false,false,true,,,pagefound,2024-01-17 16:41:55,2026-04-13 10:57:52,,,,,1
2026最新【行李箱挑選指南】從行李箱尺寸、材質與容量等原則，挑選你的最佳旅伴！ | KIPLING,https://www.kipling.com.tw/Article/Detail/85101,zh-tw,,200,27,4.8,37214,3,22,22,2173,148,https://www.airasia.com/aa/inflight-comforts/zh/tw/baggage.html,,亞洲航空手提行李規定,,,,text,false,true,false,false,false,true,false,,,linkrestored,2024-09-10 18:49:33,2026-04-16 16:09:48,,,Article > Guide,Travel > Travel accessories > Utility bags; Shopping > Apparel > Clothing accessories,1
エアアジアの格安航空券を予約 - Airpaz,https://www.airpaz.com/ja/airlines/AK-AirAsia,ja,,200,62,18,529014,2,11,18,2104,49,https://www.airasia.com/aa/inflight-comforts/en/my/hot-meals.html,乗客は空室状況に応じて、飛行中に楽しめる食事を注文できます.航空会社の飲み物と食事のメニューについては,ここでクリックしてください,.,https://www.airasia.com/my/en/inflight-comforts/hot-meals.page,302,text,false,false,true,false,false,true,true,,,linkfound,2020-08-16 15:50:31,2026-03-18 19:10:12,,,Listing collection > Service,Travel > Transportation > Air travel,3
エアアジアの格安航空券を予約 - Airpaz,https://www.airpaz.com/ja/airlines/AK-AirAsia,ja,,200,62,18,529014,2,11,18,2104,49,https://www.airasia.com/rewards/,特典プログラムは エアアジア の忠実なお客様にご利用いただけます.ご詳細については、,こちらでチェックできます,.,https://www.airasia.com/rewards/en/gb,0,text,false,false,true,false,false,true,true,,,linkrestored,2023-12-05 10:45:35,2026-03-18 19:10:12,,,Listing collection > Service,Travel > Transportation > Air travel,2
エアアジアの格安航空券を予約 - Airpaz,https://www.airpaz.com/ja/airlines/AK-AirAsia,ja,,200,62,18,529014,2,11,18,2104,49,https://www.airasia.com/aa/about-us/ja/jp/terms-and-conditions-ak.html,エアアジア はお客様のご予定の変更ポリシーを提供します. エアアジア の航空券と運賃規則の詳細について、,こちらでクリックしてください,. ご注意: リストされている規定は永続的なものではありませんが、事前の通知なしに エアアジア によってご改訂される可能性があります.そのため、保険、フライトの遅延などに関する最新のポリシー変更を取得したい顧客は、エアアジア に直接連絡するか、航空運賃規則ページを確認することができま.,,,text,false,false,true,false,false,true,true,,,linkfound,2022-07-16 22:19:44,2026-03-18 19:10:12,,,Listing collection > Service,Travel > Transportation > Air travel,1
エアアジアの格安航空券を予約 - Airpaz,https://www.airpaz.com/ja/airlines/AK-AirAsia,ja,,200,62,18,529014,2,11,18,2104,49,https://www.airasia.com/check-in/en/gb,乗客が エアアジア の公式ウェブサイトを通じてWebチェックインを行うことができます.そのために、,ここ,をクリックして航空会社のチェックインページに移動されます.Webチェックインページは出発予定時刻の 14 日前に行うことができます.,,,text,false,false,true,false,false,true,true,,,linkrestored,2020-08-16 15:50:31,2026-03-18 19:10:12,,,Listing collection > Service,Travel > Transportation > Air travel,1
"Bangkok to Phuket - 10 ways to travel via train, plane, bus, car, and ferry",https://www.rome2rio.com/s/Bangkok/Phuket,en,,200,80,5,8739399,1,26,44,1980,80,https://www.airasia.com/en/home.page?cid=1,,airasia.com,,,,text,false,false,true,false,false,true,true,,,linkrestored,2017-11-29 08:31:41,2025-12-21 18:19:27,,,Listing collection > Location,Travel > Transportation > Rail,1315
BMJ Route & Schedules - PAJ,https://paj.com.my/bmj-route-schedules/,en,wordpress,200,43,7,4973,9,16,59,1865,40,https://www.airasia.com/ride/,,Airasia Ride,,,,text,false,false,false,false,false,true,true,,,linkfound,2024-11-05 21:10:15,2026-04-24 09:35:20,,,Site page > Services,Travel > Transportation > Urban transit,21
BMJ Route & Schedules - PAJ,https://paj.com.my/bmj-route-schedules/,en,wordpress,200,43,7,4973,9,16,59,1865,40,https://www.airasia.com/en/home.page?cid=1,,Air Asia,,,,text,false,false,false,false,false,true,true,,,pagefound,2022-06-29 01:06:45,2026-04-24 09:35:20,,,Site page > Services,Travel > Transportation > Urban transit,42
Airline contacts | Perth Airport,https://www.perthairport.com.au/flights/airlines,en,,200,65,9,160217,10,42,155,1841,388,http://www.airasia.com/au/en/home.page,,Website,,,,text,false,true,false,false,false,true,true,,,linkrestored,2016-07-21 03:40:48,2026-04-26 16:41:45,,,Site page > Contact,Travel > Transportation > Air travel,3
Airline contacts | Perth Airport,https://www.perthairport.com.au/flights/airlines,en,,200,65,9,160217,10,42,155,1841,388,https://www.airasia.com/en/gb,,Baggage information,,"http://www.airasia.com/au/en/baggage-info/checked-baggage.page, https://www.airasia.com/au/en/baggage-info/checked-baggage.page","301, 302",text,false,true,false,false,false,true,true,,,linkrestored,2019-04-19 03:39:09,2026-04-26 16:41:45,,,Site page > Contact,Travel > Transportation > Air travel,5
Airline contacts | Perth Airport,https://www.perthairport.com.au/flights/airlines,en,,200,65,9,160217,10,42,155,1841,388,http://www.airasia.com/au/en/check-ins/web-and-mobile-web.page,,Online check-in,,,,text,false,true,false,false,false,true,true,,,linkrestored,2016-07-21 03:40:48,2026-04-26 16:41:45,,,Site page > Contact,Travel > Transportation > Air travel,2
Airline contacts | Perth Airport,https://www.perthairport.com.au/flights/airlines,en,,200,65,9,160217,10,42,155,1841,388,https://www.airasia.com/ask/,,Ask Air Asia,,http://www.airasia.com/ask/,301,text,false,true,false,false,false,true,true,,,linkrestored,2017-06-17 14:28:34,2026-04-26 16:41:45,,,Site page > Contact,Travel > Transportation > Air travel,2
